HHNR,gesl,f40120,f81300,A_X,A_Y,alter,f81400,noga_08,sprache,f40800_01,f41100_01,nation,f40920,WP,f41000a,f41000b,f41000c,A_BFS,f42100e,f41600_01a,f41600_01b,f41600_01c,f41001a,f41001b,f41001c,f20400a
688,2,1,2,2626145,1157134,70,6,52,3,3,1,9,100.0,6,11,2,11,0,3,1,1,2,1,3,3,0
689,2,2,3,2635817,1197543,86,0,69,4,1,1,6,100.0,2,11,3,2,9,1,1,1,1,1,11,32,7
690,1,9,2,2672431,1209984,71,46,68,1,-99,3,0,100.0,1,11,22,13,6,2,1,1,1,22,22,11,9
691,1,7,1,2666119,1204744,37,61,92,4,1,3,9,100.0,5,12,22,11,0,1,1,2,1,11,22,32,6
692,2,8,1,2632890,1198889,53,68,5,2,5,1,4,100.0,6,11,11,13,1,3,1,2,2,11,32,3,0
693,1,3,1,2695801,1226374,47,28,50,1,2,1,6,100.0,7,11,12,3,8,2,1,2,2,32,11,22,9
694,2,6,2,2654925,1238389,76,82,69,3,3,2,0,100.0,4,12,11,22,5,2,1,1,2,32,11,12,2
695,2,5,2,2608748,1248250,74,81,41,3,5,2,6,100.0,0,1,2,22,9,3,2,2,2,12,2,11,8
696,2,6,2,2669317,1208094,70,100,1,3,2,2,7,100.0,2,32,3,22,8,3,2,1,2,12,22,11,9
697,2,5,3,2678697,1167199,31,0,41,3,2,1,4,100.0,6,3,13,2,7,1,1,1,2,12,3,2,5
698,1,1,2,2698993,1248316,81,73,90,1,-99,3,8,100.0,3,1,3,13,1,1,1,1,2,2,13,22,7
699,2,5,3,2632963,1194775,16,0,88,2,5,3,3,100.0,4,3,22,3,2,3,2,2,1,13,3,12,9
700,2,8,3,2635013,1234634,15,0,63,3,1,2,7,100.0,0,3,12,32,6,1,2,2,1,2,32,22,0
701,2,6,3,2631208,1212896,24,0,68,1,2,1,1,100.0,6,2,13,3,6,3,2,1,2,12,12,2,5
702,1,4,3,2650635,1214818,67,0,84,2,5,3,7,100.0,2,1,3,3,5,3,1,1,1,2,22,1,6
703,2,9,3,2634383,1209486,56,0,10,3,1,3,7,100.0,9,32,12,13,9,3,2,1,1,22,13,12,3
704,1,2,2,2622443,1167237,15,89,64,2,3,1,8,100.0,8,32,2,2,6,1,1,1,1,3,11,1,0
705,2,9,2,2658814,1234798,49,21,53,3,4,3,2,100.0,3,13,2,22,2,2,2,1,1,1,1,22,9
706,2,5,2,2601395,1198562,30,4,66,3,2,2,8,100.0,9,22,12,3,0,2,1,2,1,12,2,3,4
707,2,1,1,2619140,1206628,61,72,95,2,-99,1,7,100.0,9,2,3,3,1,2,1,2,2,11,2,12,2
708,2,8,1,2699483,1240318,84,56,49,3,5,2,9,100.0,1,11,2,22,7,1,2,1,1,13,12,22,4
709,2,8,1,2626087,1225569,43,67,97,2,-99,3,9,100.0,3,13,12,12,9,2,1,1,1,11,12,12,3
710,1,6,2,2677252,1249736,46,46,10,1,2,3,9,100.0,4,3,13,32,3,1,1,1,1,32,32,32,6
711,2,5,3,2606033,1184404,27,0,88,1,2,3,0,100.0,4,3,12,1,5,1,1,1,2,12,2,1,6
712,1,8,1,2632601,1208536,19,81,46,2,5,3,1,100.0,2,12,13,32,6,1,2,2,1,2,13,2,5
713,1,5,1,2678943,1218297,32,23,62,2,1,2,8,100.0,7,12,1,1,7,2,2,1,1,11,13,32,4
714,2,9,1,2631679,1178311,58,69,52,1,1,3,0,100.0,1,12,2,13,8,2,1,1,2,13,13,12,1
715,1,7,2,2662706,1242808,76,7,94,2,-99,3,9,100.0,6,32,2,2,7,3,1,1,2,32,2,1,4
716,2,8,1,2624109,1156791,48,68,85,1,2,1,0,100.0,1,12,1,22,2,1,2,1,1,11,22,32,3
717,2,1,3,2644009,1232889,49,0,8,4,-99,1,6,100.0,8,13,22,11,2,1,2,2,1,12,2,32,8
718,1,7,2,2696412,1169670,15,24,49,1,3,1,4,100.0,5,13,2,11,9,2,2,1,2,11,1,32,5
719,2,2,3,2695673,1192889,51,0,87,3,1,1,4,100.0,3,11,3,13,9,3,1,1,2,2,11,12,8
720,2,8,1,2606951,1240356,72,47,10,2,1,2,5,100.0,5,13,11,11,9,3,2,1,2,11,3,3,0
721,2,5,1,2651808,1160376,84,73,10,3,4,3,6,100.0,2,13,11,13,9,3,2,2,2,13,1,11,7
722,1,8,2,2620948,1167032,57,0,5,3,3,1,6,100.0,9,11,3,22,7,3,1,2,2,11,32,1,0
723,2,7,3,2622226,1219757,56,0,69,4,3,2,5,100.0,9,12,1,11,7,1,2,2,1,32,22,2,0
724,2,4,2,2690361,1164778,49,55,92,1,-99,2,2,100.0,7,13,12,1,9,1,2,1,2,2,3,2,1
725,2,1,1,2618277,1233998,61,57,1,3,3,3,8,100.0,7,1,22,22,8,1,1,2,1,1,3,13,1
726,2,8,1,2611962,1218114,49,33,10,1,1,3,0,100.0,7,3,12,3,9,1,1,2,2,12,11,22,0
727,1,3,3,2697744,1163202,29,0,45,4,2,3,0,100.0,7,12,1,22,0,2,1,1,1,2,2,3,1
728,2,4,3,2602879,1224927,13,0,10,1,5,1,9,100.0,4,13,11,22,0,3,2,1,1,11,3,11,3
729,2,4,1,2663226,1225708,42,83,41,3,5,2,7,100.0,8,32,22,22,5,2,1,1,2,32,22,22,7
730,2,9,2,2631372,1198227,42,56,89,1,-99,1,7,100.0,7,11,2,3,6,3,1,2,2,13,1,11,4
731,1,6,2,2622486,1151780,23,35,86,2,1,1,1,100.0,9,12,13,3,9,3,1,1,1,3,1,22,4
732,2,3,3,2620189,1226988,39,0,95,4,4,3,8,100.0,6,2,22,2,3,1,1,1,1,2,12,32,0
733,2,3,1,2672852,1208490,76,49,55,1,4,3,2,100.0,1,32,22,22,1,1,1,2,1,11,13,2,4
734,2,2,2,2651088,1188233,34,1,8,2,1,1,1,100.0,3,3,22,32,8,3,1,1,2,2,32,22,7
735,1,3,2,2677560,1158903,22,22,62,1,2,3,1,100.0,4,1,22,22,4,1,1,1,1,12,12,12,0
736,1,2,3,2613862,1235358,57,0,64,2,5,1,7,100.0,0,22,3,12,3,2,1,1,2,11,22,32,1
737,2,5,3,2632468,1246724,10,0,63,3,1,2,4,100.0,6,3,12,11,2,2,2,1,2,2,32,13,8
738,1,4,3,2677276,1236315,88,0,47,3,2,3,2,100.0,2,11,3,3,5,2,2,1,1,11,32,12,5
739,1,3,3,2682500,1165139,61,0,14,1,4,1,2,100.0,3,32,12,2,2,1,1,2,1,1,1,2,9
740,2,5,3,2656652,1180404,63,0,1,3,-99,3,5,100.0,8,12,11,32,4,3,2,2,1,22,2,12,3
741,2,1,1,2665701,1196624,18,70,52,4,1,2,2,100.0,2,22,11,3,9,2,2,2,1,3,22,11,5
742,1,7,3,2699946,1189513,53,0,14,3,2,1,9,100.0,3,2,1,22,7,1,1,2,1,12,2,3,6
743,1,9,3,2686476,1196147,65,0,5,1,2,2,6,100.0,9,1,12,1,9,2,2,1,1,1,32,22,6
744,1,3,1,2600370,1174963,25,77,85,1,2,2,0,100.0,6,12,13,11,0,2,1,2,2,1,13,13,8
745,2,2,1,2622438,1237602,37,57,7,4,5,3,5,100.0,5,13,13,3,3,3,2,1,1,1,32,1,2
746,1,5,2,2693333,1224019,23,61,50,4,1,2,2,100.0,1,13,1,1,3,1,2,2,1,32,2,32,5
747,1,1,3,2689105,1182126,25,0,67,1,1,3,7,100.0,0,32,11,1,8,3,1,1,1,12,3,32,2
748,2,4,1,2636405,1212722,64,80,85,2,3,3,9,100.0,8,22,1,13,0,2,1,2,2,32,22,2,5
749,2,4,2,2644822,1156265,48,25,85,3,-99,2,8,100.0,4,3,12,1,3,3,2,1,1,1,2,1,2
750,2,6,2,2644913,1222595,89,10,58,4,2,2,4,100.0,1,3,22,1,5,3,2,2,2,12,32,2,4
751,2,9,1,2629015,1231137,62,8,69,1,2,2,1,100.0,9,13,2,11,3,2,2,2,1,3,13,1,0
752,1,8,1,2624552,1215403,57,45,84,1,5,3,0,100.0,3,2,32,12,1,2,1,1,2,13,32,13,0
753,2,4,3,2629667,1237764,13,0,61,4,2,1,4,100.0,0,11,11,22,0,1,1,2,2,12,1,22,6
754,1,6,3,2686534,1236957,14,0,93,3,2,3,9,100.0,0,3,22,22,7,1,2,1,1,11,22,12,5
755,2,3,3,2666631,1184198,24,0,8,3,-99,1,5,100.0,2,3,2,1,7,3,1,2,2,1,2,32,1
756,1,8,3,2659284,1207722,42,0,9,3,-99,2,1,100.0,4,3,3,13,5,3,2,2,2,11,22,11,9
757,1,6,2,2618137,1206111,19,33,98,4,1,2,3,100.0,3,22,1,13,9,3,2,1,2,32,11,11,7
758,2,1,2,2675236,1166935,55,91,91,1,1,2,3,100.0,2,11,2,11,2,1,1,1,1,2,32,12,6
759,2,7,3,2628629,1152654,47,0,42,1,2,2,7,100.0,1,32,32,32,4,3,2,1,1,32,22,13,7
760,2,9,1,2687377,1189020,48,100,12,2,1,2,5,100.0,8,13,1,13,5,3,2,2,1,32,2,32,7
761,2,2,3,2671677,1171445,83,0,67,3,-99,3,8,100.0,8,2,32,2,3,1,2,1,1,3,3,3,8
762,2,9,1,2613494,1163837,16,18,53,3,1,2,7,100.0,2,2,13,3,1,1,1,2,2,13,2,12,6
763,2,5,3,2623380,1194934,34,0,47,2,1,1,4,100.0,8,22,3,2,4,3,2,2,1,2,22,12,9
764,2,1,3,2692397,1177636,29,0,84,4,2,2,0,100.0,5,12,22,22,9,2,1,1,2,11,13,22,9
765,2,8,3,2603472,1190636,28,0,53,1,2,2,1,100.0,0,22,11,1,1,1,1,1,2,11,3,3,5
766,1,3,3,2648815,1197277,81,0,91,1,-99,3,9,100.0,6,32,3,32,0,3,2,1,2,11,2,1,6
767,2,5,2,2694428,1206362,89,75,63,1,2,3,2,100.0,2,1,13,13,9,2,1,1,1,22,11,12,8
768,2,4,1,2616540,1165183,39,58,41,3,-99,3,8,100.0,3,12,2,22,5,2,2,2,2,3,3,2,1
769,1,1,2,2698199,1198087,46,20,69,1,2,3,7,100.0,0,22,11,3,7,2,1,1,2,3,32,3,0
770,2,4,1,2680736,1169580,15,32,13,4,3,2,2,100.0,6,11,2,22,1,3,1,2,2,11,1,2,1
771,2,2,2,2650572,1161352,50,20,97,1,1,2,4,100.0,2,11,1,2,8,2,2,2,2,3,2,32,1
772,2,9,1,2621797,1236760,36,87,99,3,-99,1,2,100.0,3,2,3,22,4,2,2,1,2,11,32,12,8
773,2,3,1,2699937,1162168,64,2,91,2,1,1,4,100.0,9,32,13,1,1,1,2,1,1,12,22,12,0
774,2,7,1,2623488,1206825,28,45,69,3,4,1,2,100.0,1,22,11,3,2,3,1,1,1,32,32,1,1
775,1,9,1,2691620,1181033,39,45,64,4,-99,2,5,100.0,5,3,22,11,6,2,2,2,2,13,2,13,2
776,2,1,1,2604378,1203677,51,57,45,4,1,2,5,100.0,4,2,3,12,6,1,2,2,1,22,3,3,7
777,1,4,2,2626513,1243685,64,44,43,3,1,1,5,100.0,1,12,32,3,8,2,2,1,2,32,22,13,6
778,2,1,2,2689631,1198223,46,96,10,2,4,1,4,100.0,5,1,11,22,3,2,1,2,1,1,12,13,7
779,2,2,2,2662906,1170889,43,74,97,2,1,1,9,100.0,6,1,13,12,0,1,2,2,2,32,12,11,9
780,1,5,2,2668989,1156112,77,35,93,2,5,2,8,100.0,9,11,22,1,1,3,1,2,1,13,2,11,7
781,1,2,1,2632254,1201399,64,11,86,2,3,1,4,100.0,6,22,11,1,5,1,2,2,2,13,13,3,9
782,2,1,1,2643311,1190721,86,48,4,4,3,3,0,100.0,1,2,3,32,1,1,2,1,2,11,13,2,0
783,1,7,3,2699332,1183471,26,0,4,2,5,2,5,100.0,2,32,3,1,6,3,2,2,1,1,3,3,7
784,1,4,1,2680129,1192605,37,87,96,4,4,1,9,100.0,2,11,11,3,2,2,2,1,1,13,22,11,7
785,1,6,3,2698354,1215146,79,0,60,3,5,3,0,100.0,8,32,3,11,1,2,1,1,1,22,2,11,7
786,2,1,3,2609021,1217223,34,0,87,2,3,3,3,100.0,5,3,32,32,3,1,1,1,2,22,3,22,4
787,2,1,3,2690118,1158563,73,0,66,1,2,3,7,100.0,8,3,12,32,0,2,1,2,2,11,13,12,4
788,2,3,2,2635563,1208370,19,14,50,4,4,3,5,100.0,6,13,2,2,2,1,2,1,1,32,22,22,1
789,2,5,2,2617344,1232167,36,15,91,1,-99,1,8,100.0,5,22,1,3,7,2,1,1,2,3,22,32,6
790,2,3,1,2617857,1156040,74,69,64,4,3,1,7,100.0,9,1,22,3,9,1,1,1,2,2,32,3,5
791,2,4,2,2690417,1175413,56,8,43,1,5,2,5,100.0,6,2,32,11,3,3,1,2,2,3,12,2,2
792,1,3,1,2674758,1230841,78,90,60,4,2,3,7,100.0,3,22,1,2,3,1,1,2,2,3,3,12,9
793,1,4,2,2607132,1173985,47,39,53,3,5,1,4,100.0,3,1,1,2,7,1,2,2,1,1,12,3,4
794,1,2,1,2608740,1243011,48,61,41,4,4,2,1,100.0,6,2,11,11,1,1,2,1,1,22,13,13,3
795,1,2,1,2683669,1206523,63,72,88,2,-99,1,4,100.0,0,1,1,1,8,3,2,2,2,3,2,13,7
796,2,3,2,2613516,1238516,78,28,35,1,5,3,1,100.0,1,12,32,11,6,3,1,2,2,22,11,1,3
797,1,5,3,2653650,1223489,84,0,85,4,1,1,3,100.0,8,13,13,1,1,3,1,1,1,12,12,1,2
798,2,5,2,2651654,1223066,13,32,85,4,4,1,8,100.0,7,22,2,13,0,2,1,1,2,32,13,1,8
799,1,8,2,2617531,1213841,57,15,1,3,4,3,1,100.0,1,13,2,11,6,3,1,2,1,11,12,22,4
800,2,6,2,2626744,1221775,17,72,53,3,2,1,8,100.0,2,3,22,11,5,3,2,1,2,1,32,22,7
801,1,9,2,2639211,1165755,30,55,6,4,3,2,3,100.0,5,13,13,32,7,2,2,1,2,1,3,1,9
802,1,2,1,2626420,1162036,27,25,51,3,2,3,8,100.0,6,2,1,3,8,3,1,1,1,13,11,3,4
803,2,3,2,2610428,1238812,71,13,49,4,-99,3,1,100.0,2,11,12,2,7,1,1,2,1,3,32,3,4
804,1,8,2,2665392,1216733,34,27,95,2,4,1,2,100.0,1,11,3,12,6,3,2,1,2,2,12,11,5
805,2,5,2,2603460,1170223,78,70,90,2,3,1,6,100.0,9,13,22,32,6,1,2,2,2,1,12,32,6
806,2,2,2,2641503,1198227,27,0,95,3,5,3,3,100.0,0,11,12,2,3,1,1,1,1,1,2,2,2
807,2,2,3,2627326,1218722,10,0,11,1,1,3,6,100.0,2,3,32,2,1,3,1,1,2,3,2,32,4
808,1,3,2,2656428,1179071,56,74,60,1,3,2,7,100.0,0,32,3,32,4,3,1,1,1,3,22,1,0
809,2,2,1,2604221,1207556,81,56,9,4,3,1,9,100.0,2,13,13,11,7,3,1,2,1,11,3,22,4
810,1,6,1,2603449,1214678,29,17,61,3,3,1,8,100.0,5,3,11,12,1,1,1,2,2,1,2,1,4
811,1,9,1,2659870,1214080,51,48,91,1,4,2,6,100.0,1,3,22,13,0,2,2,2,1,13,13,1,2
812,2,1,3,2630797,1195515,26,0,8,1,2,3,7,100.0,9,13,22,1,8,2,2,1,1,32,13,11,1
813,1,2,1,2607429,1238124,44,9,4,1,1,2,0,100.0,7,3,11,11,8,2,1,1,1,3,2,32,6
814,1,8,3,2624231,1218574,73,0,99,4,4,2,8,100.0,8,32,3,13,1,2,2,1,1,2,32,11,8
815,2,7,1,2689786,1209777,73,57,90,1,5,2,1,100.0,7,3,12,3,5,1,2,1,2,2,3,22,6
816,1,9,3,2611700,1223686,83,0,85,3,-99,1,9,100.0,2,13,11,3,6,2,1,1,2,2,13,13,1
817,2,5,1,2623372,1196254,84,35,5,2,5,2,7,100.0,1,1,11,12,1,3,2,2,1,13,11,13,7
818,1,4,2,2678783,1171930,76,4,58,4,3,2,7,100.0,3,2,11,2,7,2,1,1,2,13,11,12,3
819,1,4,1,2645668,1185829,30,26,82,1,1,3,0,100.0,6,11,11,32,8,1,1,1,2,2,1,2,5
820,2,4,1,2616919,1153236,17,18,86,1,2,3,1,100.0,7,1,2,12,2,2,2,1,2,13,32,2,7
821,1,9,3,2639265,1165924,87,0,46,3,3,3,1,100.0,1,13,12,32,1,1,2,1,2,1,32,13,9
822,2,7,2,2600877,1163208,35,6,7,2,5,3,5,100.0,0,2,2,32,5,3,2,2,2,3,11,3,1
823,1,1,3,2696114,1242464,60,0,6,2,-99,1,1,100.0,3,12,2,2,3,3,1,1,1,3,3,1,2
824,1,7,3,2601545,1154631,20,0,56,1,1,3,6,100.0,8,22,1,12,4,2,2,1,1,3,2,3,3
825,1,3,2,2673368,1237031,82,92,98,2,3,1,1,100.0,6,22,32,32,3,2,2,2,2,11,11,1,9
826,2,9,1,2631852,1243884,26,82,84,1,4,2,5,100.0,5,13,22,12,1,3,2,1,2,2,3,11,3
827,2,6,1,2638008,1192032,23,13,9,4,2,1,9,100.0,0,13,2,13,6,2,1,1,1,3,1,3,9
828,1,1,1,2602522,1205732,69,66,68,2,1,3,9,100.0,4,32,22,13,4,3,1,1,2,22,1,3,8
829,1,7,3,2665724,1153524,84,0,64,4,-99,1,1,100.0,5,1,3,3,2,1,1,1,1,2,3,12,9
830,2,8,1,2688344,1159693,41,53,93,3,5,3,8,100.0,0,1,1,11,5,1,1,2,1,2,3,13,9
831,1,6,2,2654860,1195617,62,89,35,2,1,3,5,100.0,6,32,3,1,5,1,1,1,1,12,32,1,6
832,2,1,2,2629463,1188744,24,10,52,1,5,1,3,100.0,1,22,12,1,0,1,2,2,2,11,2,13,8
833,1,5,2,2661246,1169251,75,73,2,4,2,1,1,100.0,6,3,2,32,3,2,1,1,1,12,13,22,1
834,1,6,1,2633084,1166863,83,6,92,4,3,1,2,100.0,5,11,22,22,9,3,1,1,2,11,13,11,4
835,1,6,1,2683078,1249185,65,40,67,4,3,2,3,100.0,3,11,11,1,3,1,1,1,1,32,2,32,4
836,1,8,3,2600770,1222784,53,0,43,4,3,1,7,100.0,0,22,2,22,2,2,2,2,1,32,12,3,6
837,2,4,1,2684076,1242254,33,61,94,2,5,2,6,100.0,7,1,12,32,2,2,2,2,1,22,2,1,3
838,2,8,1,2636466,1242814,49,92,53,2,3,2,5,100.0,5,3,3,12,8,1,2,2,1,1,22,13,7
839,2,2,3,2624961,1233763,89,0,87,3,5,3,9,100.0,7,11,13,11,8,2,1,1,1,2,11,3,4
840,2,3,1,2687804,1161133,10,20,65,2,4,1,5,100.0,4,11,11,11,6,3,1,2,1,32,11,3,3
841,2,3,3,2648791,1238556,67,0,12,1,3,1,1,100.0,0,13,12,13,7,3,1,2,2,22,32,2,4
842,2,9,2,2680663,1196024,83,5,98,1,4,3,7,100.0,3,2,2,13,5,3,1,2,1,13,2,13,8
843,2,9,3,2689996,1189917,42,0,85,3,5,2,2,100.0,3,3,13,13,1,2,1,2,1,1,12,22,4
844,1,6,1,2665489,1220905,71,100,42,4,4,3,0,100.0,2,32,12,3,3,2,2,1,1,1,32,3,2
845,2,7,3,2697270,1196717,86,0,82,1,2,1,5,100.0,1,32,3,12,0,1,1,2,1,2,13,1,1
846,1,1,2,2625939,1226873,57,23,90,1,3,2,2,100.0,0,13,1,22,2,1,2,1,2,32,32,11,8
847,2,5,1,2658478,1238856,32,1,7,4,5,3,0,100.0,3,11,13,3,3,3,2,1,1,1,32,11,0
848,2,6,1,2627803,1190441,14,60,41,2,3,2,0,100.0,0,1,11,3,1,3,1,1,1,12,2,12,5
849,2,9,3,2663673,1223175,37,0,90,4,1,3,6,100.0,4,1,11,2,9,2,1,1,2,13,13,1,9
850,2,9,3,2699496,1160910,42,0,85,4,5,3,2,100.0,4,2,22,22,4,1,1,1,1,11,32,3,7
851,2,5,2,2630810,1242782,30,78,94,1,3,2,5,100.0,3,3,22,11,2,1,1,2,2,12,3,32,0
852,1,8,2,2693056,1178151,33,26,59,4,-99,2,8,100.0,3,32,22,11,0,3,1,1,2,11,1,32,7
853,2,2,1,2618899,1158031,62,69,14,2,1,2,0,100.0,7,12,3,22,8,1,1,1,2,1,11,1,8
854,2,4,3,2671168,1173896,23,0,6,1,5,3,0,100.0,4,2,3,22,1,3,1,1,1,1,32,12,5
855,2,9,3,2678862,1233171,87,0,53,1,-99,2,4,100.0,3,13,2,3,7,3,2,2,1,3,3,32,0
856,1,8,2,2651543,1227489,40,0,10,3,1,2,7,100.0,6,12,11,12,5,1,2,1,1,2,22,3,9
857,2,2,1,2698571,1248804,20,5,93,1,3,2,7,100.0,3,2,2,1,4,1,2,1,1,22,32,11,1
858,2,5,3,2696039,1162098,20,0,99,1,1,1,6,100.0,7,32,22,32,9,1,2,2,2,2,1,13,8
859,1,2,1,2661590,1206671,43,69,51,2,2,3,1,100.0,1,2,13,1,6,3,2,2,2,13,32,1,5
860,2,4,2,2656779,1197675,74,49,95,3,1,2,4,100.0,0,1,3,22,4,3,1,2,1,32,13,2,5
861,2,4,3,2672939,1183847,36,0,98,3,-99,2,4,100.0,2,13,22,12,1,1,2,1,1,2,22,11,5
862,2,4,3,2690080,1166295,74,0,84,3,-99,3,4,100.0,1,1,13,3,8,3,2,1,2,12,22,32,4
863,2,1,1,2669710,1205548,65,61,67,4,5,3,3,100.0,1,32,11,2,4,2,1,1,1,13,2,2,5
864,2,7,3,2653860,1228520,34,0,6,3,3,2,8,100.0,8,13,13,13,1,2,1,2,1,3,12,3,8
865,1,1,2,2646992,1160219,87,13,46,4,5,3,4,100.0,6,32,12,32,7,1,1,2,2,2,11,3,3
866,2,9,2,2684780,1152519,84,62,92,1,4,1,9,100.0,3,3,1,22,9,1,2,1,2,32,3,3,5
867,2,5,3,2601205,1152938,60,0,62,3,1,2,6,100.0,0,3,22,3,0,3,2,1,2,32,13,3,8
868,2,5,2,2637630,1218186,60,33,12,4,1,2,0,100.0,9,11,13,32,9,2,1,2,1,1,1,13,8
869,2,6,2,2698264,1154104,46,23,84,4,2,1,4,100.0,3,12,1,1,3,3,2,1,2,11,32,1,4
870,1,6,3,2609358,1197010,29,0,52,4,5,1,0,100.0,4,22,3,12,0,2,2,1,1,2,3,3,6
871,1,7,1,2643045,1230049,16,61,51,2,5,3,2,100.0,2,11,3,3,3,1,2,2,2,32,11,2,5
872,2,1,3,2657093,1150509,82,0,46,1,2,3,6,100.0,3,11,13,13,0,2,2,2,1,13,12,13,7
873,1,4,2,2605342,1170105,77,68,53,4,1,3,2,100.0,6,3,13,11,8,2,1,1,1,22,32,3,1
874,1,7,1,2636767,1221811,38,80,3,4,1,2,8,100.0,0,2,13,2,7,2,1,1,1,22,1,12,0
875,2,4,2,2670682,1231919,14,46,66,1,2,1,3,100.0,0,12,32,11,8,3,1,2,1,11,1,13,5
876,1,5,2,2695614,1170256,11,9,99,1,3,1,1,100.0,1,3,32,11,8,1,2,2,1,12,1,22,6
877,2,2,3,2645306,1197890,15,0,95,3,3,1,6,100.0,0,1,1,3,7,2,2,2,1,11,1,12,4
878,2,2,2,2645447,1155791,45,34,47,4,-99,2,9,100.0,3,3,2,12,1,2,2,1,2,12,1,32,9
879,2,7,2,2612282,1195585,51,94,4,3,3,1,2,100.0,1,22,22,12,3,2,1,2,2,3,13,2,2
880,1,7,1,2680608,1209553,57,64,97,3,4,1,9,100.0,4,11,2,11,1,3,1,1,2,12,22,32,0
881,1,7,1,2614919,1160476,45,33,89,2,4,1,9,100.0,0,2,32,13,1,2,1,1,1,32,3,13,1
882,2,2,2,2603485,1157643,83,61,51,1,-99,1,7,100.0,8,22,11,32,1,3,1,1,1,3,2,3,5
883,2,4,2,2643333,1165495,16,90,11,1,3,3,1,100.0,2,13,2,22,9,3,1,1,1,22,2,13,1
884,2,3,1,2642736,1236118,52,31,41,4,3,3,2,100.0,9,1,11,32,9,2,1,2,1,32,12,3,0
885,2,3,3,2666918,1190642,18,0,12,1,1,2,5,100.0,9,22,2,12,3,2,1,2,2,12,32,3,1
886,2,8,2,2602151,1245146,16,87,11,3,4,1,4,100.0,7,13,3,1,0,2,2,2,1,11,22,22,2
887,2,4,1,2662208,1186339,30,38,49,3,5,3,8,100.0,4,12,3,11,6,3,1,1,1,11,13,2,9
888,1,3,2,2687936,1210588,81,10,12,4,5,1,7,100.0,1,32,3,11,3,3,1,1,1,13,11,11,8
889,2,5,3,2680580,1198384,18,0,98,2,1,2,5,100.0,1,12,12,32,7,2,2,2,1,12,12,11,1
890,2,7,3,2670031,1155952,32,0,47,2,3,2,4,100.0,0,2,11,2,7,1,2,1,2,2,3,22,2
891,1,4,1,2668472,1168972,27,57,6,2,1,1,0,100.0,5,22,12,11,0,3,2,1,1,13,22,11,1
892,2,5,2,2697305,1206399,37,96,9,2,3,2,8,100.0,7,22,1,2,4,3,2,2,2,2,12,32,9
893,2,3,2,2640238,1230932,58,17,90,1,1,3,8,100.0,9,2,22,13,7,2,2,1,2,1,3,22,2
894,1,1,3,2630927,1169634,47,0,89,2,4,2,0,100.0,0,13,1,13,6,2,2,1,2,1,2,32,8
895,2,2,3,2679052,1168136,84,0,7,3,3,2,1,100.0,2,3,11,22,0,3,2,1,1,13,3,32,4
896,1,2,2,2646200,1167822,17,48,42,2,-99,3,4,100.0,7,2,12,3,9,1,2,1,1,11,1,11,0
897,2,7,3,2672979,1229241,51,0,96,4,1,3,0,100.0,7,32,32,11,4,2,2,1,1,1,11,3,3
898,2,7,1,2679593,1230594,60,83,42,1,4,1,8,100.0,1,12,22,32,9,1,1,2,2,22,12,2,6
899,2,8,3,2611353,1176280,25,0,51,2,5,1,7,100.0,8,22,12,11,7,1,1,1,2,2,22,32,1
900,1,2,2,2604083,1159720,65,99,90,3,5,1,2,100.0,7,3,3,12,7,1,2,1,1,32,13,22,4
901,2,1,2,2677380,1154052,89,85,4,3,3,2,9,100.0,1,2,12,3,5,1,2,1,1,3,22,2,2
902,2,9,1,2617542,1213227,48,19,35,3,-99,1,1,100.0,3,11,3,2,5,1,2,1,1,22,22,32,0
903,1,3,3,2695765,1164251,16,0,63,2,2,3,1,100.0,0,2,2,22,6,1,2,1,2,3,12,32,1
904,1,3,1,2629689,1179442,78,94,92,2,4,2,6,100.0,9,3,2,2,5,3,2,2,1,13,2,11,0
905,2,6,2,2653093,1245932,43,11,63,4,5,1,8,100.0,4,12,11,22,1,1,1,1,1,3,32,3,7
906,1,1,2,2669043,1247856,72,7,1,4,4,3,1,100.0,1,1,12,2,2,2,2,2,2,13,32,13,2
907,1,6,3,2658742,1198000,15,0,63,4,1,3,9,100.0,7,3,3,2,5,2,2,2,2,32,1,13,6
908,1,3,1,2662744,1246597,42,72,89,3,3,2,0,100.0,4,3,1,2,9,2,1,2,2,1,32,12,1
909,1,7,3,2642253,1170754,79,0,41,2,5,1,5,100.0,4,2,12,3,8,2,2,2,2,2,32,3,0
910,2,8,3,2647090,1217463,30,0,85,4,3,2,6,100.0,2,2,12,32,1,2,1,1,1,22,13,1,9
911,1,4,2,2673829,1231396,28,73,84,2,3,3,0,100.0,1,12,12,12,6,1,1,2,2,13,3,32,2
912,1,8,3,2654416,1153279,11,0,12,2,5,3,2,100.0,0,22,12,12,9,1,1,1,1,22,13,1,0
913,1,7,2,2670529,1177997,43,58,90,4,3,2,2,100.0,7,11,11,3,3,3,2,1,1,32,13,2,1
914,2,7,3,2690888,1153306,74,0,10,3,5,3,1,100.0,0,2,11,22,2,2,1,2,1,1,2,12,4
915,1,5,3,2655139,1181164,52,0,86,4,-99,3,7,100.0,1,11,32,22,4,2,1,2,1,3,11,2,2
916,1,5,2,2652140,1238974,67,88,67,3,4,1,6,100.0,7,2,2,1,1,2,2,1,2,11,1,3,6
917,1,4,3,2607453,1221258,23,0,5,3,1,3,5,100.0,2,3,12,12,0,2,2,1,2,3,22,2,1
