HHNR,gesl,HAUSB,f81300,A_X,A_Y,alter,f81400,noga_08,sprache,f40800_01,f41100_01,nation,f40900,f40901_02,f40903,WP,A_BFS,f42100e,f41610a,f41610b,f41610c,f41000a,f20400a,f41000b,f41000c,f41001a,f41001b,f41001c
665,2,7,1,2690010,1160216,66,62,35,4,-99,1,3,6,8,7,3,6,3,1,1,2,11,0,13,12,12,2,1
666,2,18,1,2653712,1187097,26,68,42,3,2,1,4,5,0,7,0,8,1,1,2,2,12,8,11,1,11,32,13
667,2,1,1,2690773,1168860,39,5,82,4,1,3,7,9,1,5,8,6,3,1,2,1,11,2,12,13,32,13,32
668,1,9,1,2612153,1151341,22,11,99,2,5,2,8,8,1,1,4,5,3,1,2,1,1,1,32,1,11,3,1
669,1,12,1,2644656,1172331,41,100,92,3,-99,2,3,0,3,0,4,7,2,1,2,2,11,5,12,13,32,3,11
670,1,15,1,2634796,1241774,78,85,2,4,4,3,2,0,4,2,0,7,2,1,2,2,32,4,13,32,1,22,3
671,1,12,3,2628975,1158204,12,0,63,4,5,1,0,4,1,7,2,0,3,2,2,1,2,7,12,13,12,12,12
672,1,9,2,2643360,1229718,58,21,14,3,2,3,9,3,1,9,0,2,2,1,2,1,32,6,13,11,12,22,32
673,1,18,1,2682941,1209452,43,91,4,1,4,3,4,0,9,0,0,2,3,1,1,1,2,9,3,13,12,22,1
674,1,19,2,2603960,1219990,47,85,51,4,-99,2,3,9,0,7,3,3,3,2,1,2,12,0,2,2,1,3,32
675,1,19,3,2657937,1248461,24,0,62,1,5,3,4,5,0,4,8,6,2,1,1,1,12,6,32,1,12,12,13
676,1,3,3,2661901,1162033,86,0,1,1,4,1,8,5,9,5,8,4,2,2,2,1,2,4,12,11,1,13,13
677,1,12,3,2632294,1156660,87,0,85,3,2,1,8,4,9,6,9,5,2,2,1,2,13,9,32,1,12,1,2
678,2,13,1,2689570,1232440,42,33,1,2,5,3,0,6,9,1,3,7,3,2,2,1,12,0,13,32,11,13,1
679,2,16,2,2621744,1201519,29,96,50,2,2,1,6,3,1,4,9,8,2,1,1,2,12,6,22,11,32,13,13
680,1,3,3,2684693,1229231,75,0,55,2,1,3,5,3,6,6,5,5,3,1,1,2,1,3,11,32,1,32,3
681,1,12,2,2660967,1172914,89,37,90,4,1,3,1,8,9,0,4,0,1,1,2,1,11,5,11,3,2,2,3
682,1,9,3,2601925,1216488,67,0,68,3,5,1,8,1,9,2,8,5,2,1,1,1,13,3,11,13,22,2,1
683,2,10,2,2609775,1217421,88,55,2,1,5,3,6,5,9,7,5,5,2,1,2,1,22,8,3,11,12,2,12
684,1,2,3,2631858,1202944,25,0,3,1,5,1,4,7,7,1,9,1,1,2,1,1,1,6,13,22,1,13,1
685,2,3,3,2673495,1201691,14,0,55,3,1,1,3,7,8,4,6,6,3,2,2,2,2,6,3,22,1,1,13
686,2,15,2,2632298,1201870,74,59,53,4,1,1,3,9,9,7,3,2,2,1,2,2,13,3,3,13,11,32,12
687,1,6,2,2656864,1173532,31,81,67,4,4,3,8,0,6,8,7,2,1,2,1,2,22,5,1,11,12,13,32
688,2,14,3,2639567,1231954,18,0,1,4,5,3,7,3,2,7,8,9,1,2,1,2,2,4,32,3,2,2,13
689,2,19,2,2693052,1234104,47,47,1,4,1,2,9,7,7,2,3,4,2,2,2,1,1,6,11,11,32,11,3
690,1,1,3,2665431,1198640,13,0,90,4,5,2,9,4,8,4,6,4,2,1,2,1,13,4,13,32,1,32,11
691,1,16,2,2636932,1226404,15,93,66,2,4,2,4,2,7,6,0,2,3,2,1,1,32,5,3,11,2,3,12
692,2,2,3,2660675,1186357,69,0,95,2,4,1,5,9,4,0,7,1,1,2,2,2,11,2,1,12,1,3,11
693,2,9,1,2614948,1199708,73,59,3,1,3,1,7,7,6,8,4,3,2,1,2,1,1,9,32,2,2,3,11
694,2,13,1,2603717,1200985,30,6,1,2,1,2,2,0,4,4,8,9,3,1,2,2,1,5,12,3,11,12,3
695,2,10,3,2663321,1177767,52,0,14,1,1,2,8,3,6,2,9,1,2,2,1,1,2,4,3,32,32,13,32
696,1,10,1,2687553,1214723,80,84,63,4,1,1,5,6,2,3,3,9,3,2,2,2,3,5,2,22,13,22,13
697,1,7,1,2649712,1245060,42,95,61,1,4,3,5,4,5,7,9,5,1,1,1,2,11,7,13,11,3,32,3
698,1,1,1,2633831,1196265,41,97,95,1,2,2,0,4,1,7,0,5,3,2,2,2,11,6,1,13,12,2,22
699,2,2,1,2671539,1233202,62,25,93,3,-99,1,7,3,3,6,1,3,2,1,2,2,13,6,11,2,12,3,13
700,1,9,1,2628482,1154078,63,12,89,3,4,1,0,5,5,3,8,8,2,2,2,2,1,2,22,22,13,1,2
701,2,17,3,2622774,1189666,28,0,5,2,-99,1,8,7,6,3,6,3,2,1,2,2,32,4,13,3,3,32,2
702,1,12,1,2648579,1247765,69,47,7,3,-99,1,1,1,7,6,3,9,2,1,2,2,3,8,12,2,2,13,3
703,1,19,1,2654875,1210560,86,60,45,4,3,1,6,3,5,3,6,0,3,1,1,2,1,6,32,22,32,11,3
704,2,19,3,2669444,1166350,17,0,41,2,4,1,5,1,8,0,2,5,2,1,1,2,13,1,2,1,32,22,1
705,2,13,1,2611659,1208165,48,40,6,3,4,3,4,4,9,0,0,4,1,1,1,2,12,3,3,1,12,32,22
706,1,1,3,2655341,1199397,53,0,87,2,5,1,4,0,1,2,6,5,2,1,2,2,1,7,2,1,12,1,2
707,1,8,1,2699959,1168751,46,38,88,4,2,3,0,2,7,5,5,8,2,2,2,2,3,5,3,3,22,1,22
708,1,16,3,2607237,1176156,53,0,95,1,5,3,5,5,3,8,5,6,3,1,2,1,13,8,11,22,22,12,1
709,1,12,2,2622986,1198341,17,58,99,1,-99,2,4,7,5,1,5,5,2,1,1,2,13,5,11,13,22,1,1
710,1,8,1,2675158,1191830,47,5,82,3,4,3,7,3,9,6,5,8,2,1,1,1,1,9,12,22,22,32,11
711,2,5,1,2686250,1247472,23,86,90,2,5,1,9,5,9,9,5,1,1,2,1,2,32,5,1,12,12,32,32
712,2,5,1,2628024,1214785,20,87,66,2,3,3,8,3,8,1,2,6,2,2,1,2,11,0,13,3,1,32,11
713,2,11,3,2654778,1223465,53,0,13,4,-99,3,2,1,9,8,3,7,1,1,1,2,11,0,22,13,12,11,32
714,1,5,2,2693647,1154571,88,7,35,2,2,3,3,5,0,1,5,7,2,1,2,2,32,5,13,1,32,12,3
715,2,8,3,2678979,1212236,41,0,6,3,5,2,9,4,6,4,3,3,3,2,1,2,22,2,2,32,13,12,12
716,1,7,1,2669820,1220344,17,84,46,1,3,3,6,7,9,8,0,8,2,1,2,2,1,2,2,3,32,32,22
717,2,15,3,2647688,1164674,46,0,10,4,2,2,3,0,8,7,4,8,1,1,2,1,11,5,12,3,2,12,3
718,1,3,3,2643100,1168093,55,0,4,4,4,1,8,4,0,6,0,9,1,2,1,1,12,2,32,2,13,32,32
719,2,18,2,2684157,1165609,28,65,42,2,3,2,5,2,1,2,1,0,2,1,1,2,22,3,32,2,32,22,13
720,1,7,2,2693933,1171629,26,28,7,3,-99,2,0,0,4,2,2,5,3,2,1,2,32,6,12,12,12,3,1
721,1,7,1,2674427,1183940,47,61,95,3,2,2,9,2,9,8,6,5,2,2,1,1,22,5,32,32,12,3,11
722,2,2,1,2694950,1189489,51,23,13,2,2,3,0,8,4,9,6,5,3,1,2,1,3,3,11,2,2,32,11
723,2,11,3,2643497,1184522,39,0,69,3,5,3,5,7,8,2,4,4,3,1,2,1,1,1,1,32,32,3,12
724,2,15,2,2605570,1245871,25,57,94,1,-99,3,8,9,9,5,1,3,2,2,2,2,11,2,22,12,1,3,11
725,1,12,3,2657564,1179198,61,0,69,3,4,1,7,4,3,0,5,1,1,2,2,1,12,3,1,3,22,3,2
726,2,13,3,2691454,1202967,87,0,10,1,2,2,5,2,0,9,8,4,3,2,1,2,1,3,12,12,22,1,1
727,1,1,1,2610504,1246245,69,12,87,4,-99,1,4,3,9,9,4,5,1,2,2,1,11,4,22,12,13,11,13
728,2,10,1,2662035,1195162,50,3,50,1,5,2,7,7,4,4,3,5,2,1,2,1,22,2,13,2,2,2,32
729,1,10,2,2695014,1150382,15,84,66,2,3,3,9,2,5,1,3,8,3,1,2,1,12,0,12,13,1,1,12
730,1,14,1,2610599,1163754,12,49,12,2,3,2,1,1,0,5,0,7,1,1,2,1,32,3,13,3,3,12,13
731,1,15,2,2698708,1227204,32,85,4,4,2,3,2,5,0,7,6,3,2,2,2,2,2,8,32,11,13,2,22
732,2,19,3,2610847,1174279,49,0,99,2,4,1,5,7,4,4,6,3,2,1,1,2,3,4,2,22,3,1,1
733,1,13,2,2691072,1211119,40,83,14,1,1,1,5,6,8,3,9,5,1,2,2,2,22,5,13,13,13,32,32
734,2,7,1,2655502,1178490,50,27,10,3,5,2,7,1,3,3,2,9,3,1,1,2,32,0,11,12,13,13,12
735,2,17,2,2660590,1169984,85,44,86,3,-99,2,7,9,9,5,0,7,2,1,2,1,22,4,13,1,22,13,3
736,2,18,3,2627410,1229411,32,0,65,2,3,1,0,2,2,7,7,8,2,2,2,2,32,7,12,3,1,2,32
737,2,7,1,2619375,1189486,65,95,86,4,-99,1,7,7,3,4,2,4,1,2,1,2,22,8,32,11,32,22,13
738,1,7,1,2625679,1201231,70,94,14,2,5,3,9,7,8,0,7,9,1,2,1,2,12,0,13,12,11,32,2
739,2,2,3,2600200,1240249,64,0,90,2,-99,2,6,8,7,5,7,3,2,1,1,1,2,3,2,32,13,12,32
740,1,2,2,2677432,1200910,54,100,13,3,-99,2,5,0,6,7,6,3,1,2,2,2,32,8,12,1,2,32,12
741,2,16,3,2638867,1213512,86,0,12,4,1,3,7,1,7,2,6,6,2,2,1,2,11,6,32,32,22,12,2
742,2,15,2,2621940,1201235,11,1,2,4,-99,2,3,9,4,8,6,2,3,2,2,2,13,8,3,32,32,13,13
743,2,2,2,2655367,1154633,23,32,49,3,3,3,3,9,9,7,1,6,2,2,1,1,22,7,22,22,22,32,13
744,1,8,3,2607299,1198463,49,0,49,3,3,3,7,1,6,7,5,9,2,2,2,2,3,2,32,32,11,3,11
745,1,9,2,2633303,1227764,39,62,92,1,4,1,8,4,3,8,9,6,1,2,1,2,11,7,2,11,22,11,11
746,2,16,1,2666033,1241184,39,60,9,3,1,1,6,8,1,9,3,0,1,1,2,1,32,9,13,2,22,2,32
747,2,19,3,2628593,1182661,59,0,92,2,1,3,4,9,7,4,7,6,2,1,2,2,12,0,1,1,13,22,2
748,1,15,3,2641163,1223283,27,0,1,1,2,2,4,2,7,1,9,7,2,1,1,2,11,5,11,32,22,1,2
749,1,11,3,2628959,1235437,45,0,45,2,5,2,6,2,7,4,0,5,2,1,2,1,1,8,13,12,22,12,3
750,1,6,3,2618195,1183071,34,0,66,1,2,2,7,3,2,0,1,7,3,1,2,2,32,6,32,22,13,12,1
751,1,17,2,2663200,1190451,57,38,97,2,4,2,7,3,2,4,6,4,1,2,1,2,22,3,11,3,3,22,12
752,2,15,2,2603795,1246173,28,31,60,3,4,2,2,3,8,9,2,3,2,2,2,2,11,0,13,11,1,1,22
753,1,18,2,2638915,1208380,36,14,88,4,5,2,3,5,0,5,8,2,1,2,1,2,2,2,12,13,22,22,13
754,1,18,2,2692970,1247861,55,1,85,4,4,3,2,5,2,3,3,4,3,1,1,1,22,6,11,3,2,11,11
755,2,16,1,2631662,1187833,30,39,43,1,-99,2,0,1,7,7,9,3,1,2,1,1,3,0,1,2,13,1,11
756,1,14,2,2611749,1185302,11,48,10,1,3,1,3,0,2,8,7,3,1,1,1,1,1,2,3,2,32,12,3
757,1,8,3,2634428,1246149,32,0,4,2,1,3,4,6,4,3,7,3,3,1,1,1,2,9,2,1,11,3,32
758,2,15,1,2688858,1198266,61,86,60,4,5,3,6,5,8,6,4,0,2,1,1,1,2,2,22,11,11,1,3
759,2,12,1,2659878,1152360,75,15,86,3,1,1,4,5,7,5,9,6,3,2,1,2,22,0,2,3,1,3,11
760,1,7,3,2668913,1227107,60,0,58,4,3,2,6,0,0,3,1,1,1,2,1,1,22,0,11,12,13,11,13
761,1,18,1,2692084,1193183,83,2,45,4,-99,1,0,7,4,0,9,9,1,2,1,2,3,1,3,1,12,2,22
762,1,6,2,2655900,1197271,17,17,94,4,2,2,5,7,0,3,8,6,3,1,1,2,2,4,12,1,32,2,13
763,2,17,1,2619361,1173700,43,42,85,1,2,2,9,5,4,5,8,7,3,2,1,2,1,9,1,1,3,1,1
764,1,12,1,2672400,1246740,12,73,66,4,3,3,7,7,5,0,1,5,2,2,1,1,12,6,2,12,2,22,1
765,1,1,3,2664550,1180575,87,0,43,4,3,2,3,1,0,3,4,4,3,1,1,1,2,6,22,11,2,13,1
766,1,18,3,2614988,1167749,82,0,65,2,-99,3,9,2,0,5,6,8,3,2,2,2,11,1,3,32,2,11,12
767,1,18,1,2649151,1178445,55,38,14,1,4,2,9,6,6,3,4,9,2,1,1,2,3,4,2,12,1,1,11
768,1,17,2,2617627,1234754,39,42,90,4,4,3,7,6,8,6,0,2,1,1,1,2,12,5,12,22,32,1,22
769,2,15,2,2632350,1246269,72,27,65,4,4,2,7,0,5,7,1,4,1,2,1,1,1,8,2,22,11,12,32
770,1,12,1,2686494,1178632,26,84,13,1,5,3,2,8,6,5,8,6,2,2,1,1,13,2,1,13,13,11,1
771,1,17,2,2633911,1158178,60,88,55,2,4,3,3,9,1,4,4,7,3,2,1,2,2,1,22,13,1,12,13
772,2,4,3,2613595,1153686,61,0,8,1,1,1,8,4,2,1,3,3,3,2,2,2,32,4,32,3,22,1,22
773,2,1,1,2689277,1166467,43,25,93,3,5,2,9,9,6,5,4,8,2,1,1,1,12,0,32,13,2,1,13
774,2,12,1,2657897,1158847,48,94,65,4,1,3,2,3,9,0,9,2,2,1,1,2,13,1,32,2,1,32,13
775,1,3,2,2625963,1234175,61,45,5,3,1,1,1,9,9,5,3,2,1,1,1,2,3,8,1,1,11,13,1
776,1,10,3,2632273,1211129,21,0,96,1,2,2,3,8,8,5,3,0,1,2,2,1,3,2,22,2,11,11,32
777,1,8,2,2623766,1246651,29,15,91,3,1,2,6,9,6,0,8,7,2,2,1,1,2,6,3,22,12,12,1
778,2,12,3,2686330,1240512,79,0,8,4,2,1,5,3,9,7,6,3,3,1,2,1,12,4,2,1,11,32,11
779,1,10,2,2641416,1209208,22,69,45,3,1,1,7,5,1,3,6,8,3,1,2,1,13,3,32,1,12,2,2
780,2,8,3,2623077,1229865,61,0,64,1,-99,2,4,6,5,4,0,3,2,2,2,2,32,5,13,32,1,3,2
781,1,9,1,2639501,1161929,61,64,62,3,3,2,0,5,1,6,0,2,2,1,1,2,12,1,32,13,32,12,32
782,2,14,2,2699475,1175730,30,51,88,3,3,1,6,0,3,3,4,3,2,2,2,1,13,9,22,11,22,1,3
783,2,19,2,2657404,1197146,25,99,93,2,3,3,7,3,1,3,2,8,1,1,2,1,12,8,1,3,12,1,32
784,1,6,1,2649963,1196433,10,64,13,3,4,1,5,4,4,8,1,7,3,2,2,2,22,1,32,3,2,3,1
785,1,5,2,2639587,1188940,69,15,12,4,-99,3,4,6,4,3,8,3,3,2,2,2,11,5,32,11,12,2,22
786,1,7,1,2609595,1212528,41,29,86,1,3,1,5,0,1,3,9,9,1,1,1,1,12,3,2,22,12,12,3
787,1,3,3,2608198,1223108,19,0,92,2,1,1,6,9,3,6,1,5,2,1,2,2,3,7,13,2,3,2,2
788,1,15,1,2601151,1200726,69,59,12,3,-99,2,4,4,4,0,5,9,2,1,1,2,32,7,22,13,13,1,13
789,1,8,1,2699984,1226302,33,66,8,3,3,2,3,6,6,9,7,8,1,2,2,1,32,2,3,13,12,32,13
790,1,8,2,2664372,1229685,65,14,66,2,5,1,4,2,5,6,8,0,3,1,2,2,32,8,1,1,22,13,3
791,1,17,3,2685940,1199256,42,0,42,3,4,2,9,4,8,9,5,8,2,2,1,2,11,3,3,13,11,22,32
792,2,10,2,2694138,1183583,34,47,90,3,1,3,9,5,2,9,8,1,1,2,2,2,1,2,12,1,1,22,13
793,1,14,1,2684911,1183701,35,92,64,1,5,1,6,2,1,3,8,1,2,2,1,1,1,9,32,32,3,3,12
794,2,6,3,2601493,1189099,12,0,4,1,1,1,1,2,9,8,3,0,2,2,2,1,12,3,32,3,13,12,11
795,1,7,2,2638961,1214888,11,3,99,4,4,1,7,7,7,9,4,2,1,1,1,1,2,6,22,13,13,12,13
796,1,5,1,2664152,1240322,89,80,10,4,-99,2,2,4,9,9,4,1,1,2,2,2,12,4,3,12,11,32,12
797,1,4,1,2608414,1179442,45,70,55,1,4,3,6,5,5,4,3,8,1,2,1,1,1,4,3,32,11,3,1
798,2,16,3,2681827,1231837,37,0,86,2,-99,1,3,2,7,1,7,8,3,1,1,1,12,3,22,11,2,32,12
799,1,4,2,2692460,1240039,50,2,91,3,4,2,4,0,9,7,3,8,1,1,2,2,3,7,22,2,13,22,22
800,1,1,3,2650016,1194356,69,0,41,4,5,2,1,3,9,7,0,4,1,1,2,2,11,1,11,13,11,2,3
801,1,18,2,2630146,1152436,67,90,47,2,5,2,4,1,0,2,0,7,3,1,1,1,12,1,13,2,13,1,32
802,2,10,1,2689690,1177812,85,21,58,4,2,1,3,8,5,9,8,9,3,2,1,2,3,1,2,2,32,3,12
803,2,5,3,2645855,1216346,10,0,6,2,-99,3,0,5,1,6,0,2,1,1,2,1,1,6,2,3,32,1,3
804,2,6,2,2645589,1217788,51,36,65,2,1,1,8,8,2,0,0,5,1,1,1,2,1,0,2,22,11,3,11
805,2,12,2,2678894,1172002,31,90,49,1,3,2,8,4,1,9,4,6,2,1,2,2,2,5,1,3,12,22,2
806,1,12,3,2682694,1178577,16,0,87,3,5,3,4,2,7,7,7,7,2,1,2,2,11,7,12,32,22,13,22
807,1,16,2,2617849,1187986,83,1,95,4,5,3,1,9,3,3,2,3,3,2,2,2,13,2,2,2,13,32,13
808,1,1,1,2669271,1201118,61,16,46,3,3,1,3,4,4,0,4,5,3,1,2,1,12,3,22,1,13,3,3
809,1,9,3,2632492,1179190,28,0,63,2,-99,1,4,5,6,4,9,3,1,1,2,2,3,6,22,1,13,11,22
810,1,6,3,2643393,1205363,33,0,46,2,-99,3,0,3,4,6,6,3,2,1,2,2,12,7,3,32,2,12,11
811,2,1,2,2677487,1163263,63,54,13,2,4,1,6,0,8,3,3,1,3,1,2,1,11,0,11,1,13,22,12
812,1,18,3,2666524,1245629,75,0,82,2,-99,2,9,6,6,7,7,1,3,2,2,1,2,9,11,1,12,11,2
813,1,1,3,2688536,1210483,81,0,49,1,-99,2,7,2,5,9,1,8,3,2,1,1,22,6,22,3,12,2,11
814,1,7,1,2636912,1246489,43,81,67,2,-99,2,4,0,5,0,1,5,3,1,2,2,1,7,2,11,2,11,13
815,2,2,3,2619416,1172887,84,0,46,3,1,1,2,4,1,2,6,1,2,2,2,2,3,4,2,11,2,13,12
816,2,9,2,2687624,1248364,46,44,84,3,3,1,0,0,5,1,5,9,3,2,2,1,1,1,13,11,22,1,22
817,2,2,3,2695090,1170185,88,0,8,4,5,1,2,7,6,6,7,7,1,1,1,1,1,7,3,1,1,3,1
818,1,12,1,2673536,1243916,36,8,2,2,-99,2,5,5,3,2,5,8,3,1,2,2,12,0,11,13,32,13,22
819,2,5,2,2632310,1151015,14,19,64,2,-99,3,3,2,2,4,8,5,2,1,2,1,2,2,3,12,1,1,22
820,2,13,2,2616615,1236647,15,64,88,4,1,2,8,7,7,5,3,5,2,2,2,2,2,9,12,13,13,3,12
821,1,9,1,2696050,1249482,43,33,11,3,4,2,0,4,7,7,4,8,3,2,1,2,12,0,12,32,3,13,2
822,1,18,3,2668832,1182717,23,0,46,2,-99,2,5,6,3,6,2,7,3,1,1,1,11,0,12,12,13,11,32
823,1,14,3,2630151,1159441,29,0,60,3,2,2,4,8,3,8,6,5,3,2,1,2,12,7,22,32,13,2,13
824,2,7,3,2671880,1221041,56,0,99,3,2,1,4,4,3,5,4,5,3,1,1,2,32,6,12,2,1,32,2
825,2,15,1,2610805,1164417,34,10,6,2,3,3,1,3,4,0,7,1,2,2,1,1,13,7,3,12,13,1,3
826,2,11,1,2629586,1193394,58,68,10,4,4,3,4,7,6,5,9,0,1,1,2,1,2,8,1,32,2,2,1
827,2,14,2,2660943,1188828,52,78,69,1,4,3,8,8,5,3,4,3,3,2,2,2,12,4,22,1,2,2,11
828,1,15,2,2684032,1227807,53,67,63,4,1,3,5,9,5,4,9,4,2,1,2,1,22,2,2,3,13,13,12
829,2,1,3,2634673,1213637,81,0,68,4,3,2,9,1,7,4,8,8,1,2,1,1,13,6,13,13,2,12,2
830,1,15,2,2626548,1169650,30,39,1,4,4,1,4,7,3,4,0,1,3,2,2,1,12,4,1,22,22,3,32
831,1,4,3,2634660,1241466,63,0,67,2,1,3,7,4,2,4,5,9,1,2,2,1,11,4,2,22,2,32,13
832,2,16,1,2658474,1177426,55,1,68,3,-99,1,9,9,9,6,2,5,1,1,1,2,3,4,32,13,13,3,3
833,2,17,3,2609628,1153080,37,0,56,3,4,1,7,3,6,5,8,1,1,2,2,2,13,8,13,22,2,12,3
834,2,8,1,2608119,1246687,10,25,82,4,2,2,4,0,5,9,7,3,2,1,1,2,3,7,1,22,13,11,1
835,2,19,1,2619506,1223983,68,10,55,1,2,1,9,5,1,9,5,5,3,2,1,2,22,8,11,13,2,3,22
836,1,14,3,2631765,1182403,81,0,85,4,4,3,0,9,1,1,4,3,1,1,1,1,13,5,11,1,1,2,32
837,2,19,2,2666872,1229741,30,99,69,2,2,2,5,7,6,3,6,4,1,1,2,1,13,0,32,1,22,12,12
838,2,19,1,2639280,1229364,87,97,8,1,1,2,7,8,0,3,9,8,2,1,2,1,32,5,11,12,2,3,3
839,2,17,1,2694591,1227302,67,41,8,2,2,1,5,9,6,0,5,2,1,2,1,2,12,2,2,32,1,2,11
840,2,13,2,2674378,1188480,32,88,14,1,3,1,1,7,3,2,2,6,1,2,2,2,11,2,2,3,12,2,13
841,1,7,2,2627690,1188695,44,76,61,1,2,2,4,4,5,4,9,4,1,1,2,2,12,5,32,32,32,32,11
842,2,15,1,2679885,1207080,81,26,64,1,-99,2,4,9,5,7,4,8,2,2,2,2,32,7,22,32,32,13,13
843,2,8,1,2681471,1183565,61,55,3,2,1,3,1,9,2,4,8,4,3,2,1,1,22,2,11,2,12,2,3
844,2,7,2,2656564,1179463,15,74,49,2,4,1,1,8,8,4,3,5,1,1,1,2,13,0,32,11,13,3,32
845,1,1,2,2605510,1221396,36,2,93,2,-99,3,7,7,6,0,6,2,1,1,1,2,13,4,3,13,22,22,2
846,1,18,3,2614806,1155676,60,0,63,3,5,2,9,3,8,4,1,6,1,1,1,1,12,8,13,1,22,1,2
847,1,17,1,2646781,1249846,42,19,14,1,1,3,4,0,1,1,1,2,3,1,1,2,32,2,22,22,11,11,12
848,2,4,2,2679531,1211641,60,11,11,2,3,1,5,0,1,1,3,5,2,2,1,1,11,7,1,22,1,22,22
849,1,16,3,2604158,1241872,59,0,6,3,5,3,4,6,4,9,5,9,1,1,1,1,13,8,32,13,11,2,3
850,1,4,3,2620241,1198794,16,0,4,3,2,2,4,2,4,4,9,5,1,1,1,2,1,5,12,22,32,12,1
851,1,17,2,2648120,1159095,61,33,67,2,-99,2,2,3,4,7,2,0,3,2,1,2,22,3,22,12,3,22,11
852,1,1,3,2650338,1158977,32,0,49,1,2,2,5,3,9,0,3,0,3,2,1,2,12,3,11,13,1,32,2
853,1,13,2,2606582,1166792,72,29,59,3,-99,1,8,3,4,6,7,0,3,1,1,2,2,4,1,13,32,11,3
854,1,4,1,2675975,1152061,60,7,41,3,2,3,2,5,9,2,3,4,3,2,2,1,32,3,32,12,3,1,1
855,2,16,3,2628210,1176168,56,0,63,2,1,1,3,0,8,0,0,3,1,2,2,1,12,5,2,32,22,13,2
856,1,14,3,2611477,1187930,73,0,62,4,5,1,4,1,6,4,6,6,3,2,1,2,2,3,32,1,32,11,32
857,2,17,2,2608811,1195215,81,53,50,2,2,1,4,2,9,5,7,9,3,1,1,1,13,5,13,2,2,12,3
858,2,2,2,2636210,1220185,36,88,97,2,4,3,5,3,8,5,7,5,3,2,1,2,3,7,3,3,1,32,12
859,2,12,1,2622180,1166226,66,63,53,1,3,2,4,4,2,0,4,0,3,2,1,2,32,9,12,11,12,1,22
860,2,18,1,2698633,1237079,82,59,61,1,1,2,7,3,2,7,8,7,1,1,1,1,11,7,13,11,1,2,12
861,2,4,3,2677954,1167353,68,0,68,2,4,2,3,6,5,2,4,6,1,2,2,1,22,6,12,1,32,13,3
862,1,19,3,2685775,1205417,18,0,65,3,4,2,5,3,2,5,7,3,3,1,1,1,13,6,2,32,1,32,32
863,1,16,1,2662764,1201846,75,10,82,4,4,3,3,8,6,9,9,6,2,2,2,1,1,4,1,13,1,13,2
864,1,12,3,2639413,1172437,17,0,58,1,1,2,4,5,6,6,9,6,1,2,1,2,3,2,13,2,22,32,3
865,1,1,3,2611703,1202411,53,0,58,2,3,3,1,2,1,2,6,8,3,2,2,2,13,5,3,22,22,13,11
866,2,8,3,2694774,1176763,72,0,2,3,-99,1,2,2,8,4,0,3,1,2,1,1,11,0,1,32,1,2,32
867,2,1,2,2649677,1214965,27,14,89,2,-99,3,3,1,4,7,6,4,1,1,2,1,2,0,2,3,22,22,2
868,2,3,2,2604036,1227255,51,46,2,4,4,3,2,5,8,6,0,3,2,1,2,1,12,2,12,11,12,22,12
869,1,16,3,2683638,1158321,71,0,90,2,2,1,6,0,0,8,6,3,3,1,2,1,11,9,22,12,3,3,3
870,2,10,1,2676792,1239677,71,73,47,2,4,3,0,5,5,0,6,3,1,2,1,1,22,2,11,22,13,13,22
871,1,1,2,2630364,1151977,10,6,45,1,-99,3,5,8,6,1,6,6,1,1,1,1,3,0,32,32,32,2,22
872,1,16,1,2601704,1240011,28,15,86,2,4,1,4,8,9,5,8,2,3,2,2,2,13,1,13,22,32,1,13
873,1,14,1,2651642,1203262,52,60,93,1,5,2,5,2,2,2,6,2,3,1,1,1,12,4,32,2,11,1,3
874,1,5,1,2683654,1248910,78,45,91,1,5,1,5,3,7,5,6,8,3,2,2,1,13,3,3,32,32,32,3
875,1,10,3,2656930,1155289,33,0,4,4,1,1,9,2,2,4,2,2,3,2,2,1,11,3,11,11,13,2,13
876,1,13,1,2639360,1215544,38,94,95,4,2,2,6,7,6,5,0,7,3,2,2,2,11,5,11,11,22,11,22
877,2,10,3,2652737,1226566,79,0,41,2,-99,1,8,6,5,0,4,4,1,2,1,2,13,0,11,32,32,12,2
878,2,8,2,2652587,1248737,44,39,99,4,3,3,5,9,5,2,2,7,3,2,2,2,22,6,22,13,11,1,32
879,2,14,2,2674288,1185024,54,23,97,1,5,1,4,4,9,5,6,4,3,1,2,1,3,7,12,12,2,3,2
880,1,14,2,2683058,1164288,56,72,85,2,4,1,1,4,3,2,5,2,2,2,2,2,3,4,12,2,11,12,3
881,2,16,3,2697547,1192999,76,0,50,4,2,3,4,7,1,0,9,9,2,1,2,1,2,1,13,1,13,32,3
882,1,5,3,2647790,1214016,39,0,41,1,2,1,9,4,7,0,2,5,3,1,2,1,22,9,22,3,13,13,12
883,2,16,1,2646023,1180379,15,32,85,2,5,2,6,9,9,8,9,6,1,1,1,1,32,9,12,11,2,22,22
884,1,4,3,2687780,1223267,60,0,85,1,5,3,3,1,1,6,3,4,2,1,1,1,1,4,22,3,12,2,3
885,1,7,3,2616676,1206292,89,0,82,2,4,1,4,1,2,7,7,8,3,1,1,2,12,4,11,22,12,2,32
886,1,7,1,2685158,1219203,78,64,45,3,5,1,0,3,9,4,8,6,1,1,1,1,22,5,1,12,22,13,22
